id,rarity_id,ingredient_type_id,characters_id,name,price,isunique,description,bought,used,up_feature_id,effect,support,support_2,support_3,special,Evol_salary,Evol_maintenance,Evol_staff,personalization
16,5,1,NULL,Sifflement désagréable,150,0,"Flux : Élémentaire (vent)
Coût en énergie : Faible
Utilisation : Active
Effet : À chaque mouvement de l’objet dans l’air, il produit un sifflement qui attaque les nerfs des individus alentour (-5 au jet de dés en Force mentale).
Jet de sauvegarde : Force mentale",0,0,NULL,Offensif,Tout objet,,,1,0,NULL,NULL,0
17,5,1,NULL,Spores vénéneuses,50,0,"Flux : Naturel
Coût en énergie : Variable
Utilisation : Active
Effet : Création et libération de spores vénéneuses sur un rayon de 3 mètres autour du porteur. L’effet exact des spores est à déterminer à l’achat et conditionne le coût en énergie. Ces spores disparaissent magiquement après 5 minutes / 1 tour d'intrigue, ou peuvent être balayées par le vent.
Jet de sauvegarde : Résistance physique",0,0,NULL,Offensif,Tout objet,,,0,0,NULL,NULL,1
18,5,1,NULL,Bénédiction de la lune - Force,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Force, pendant la nuit, et à condition que la lumière de la lune soit accessible (désactivé dans une cave ou une grotte).",0,0,55,Soutien,Tout objet,,,0,0,NULL,NULL,0
19,5,1,NULL,Bénédiction de la lune - Endurance,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Endurance, pendant la nuit, et à condition que la lumière de la lune soit accessible (désactivé dans une cave ou une grotte).",0,0,56,Soutien,Tout objet,,,0,0,NULL,NULL,0
20,5,1,NULL,Bénédiction de la lune - Coordination,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Coordination, pendant la nuit, et à condition que la lumière de la lune soit accessible (désactivé dans une cave ou une grotte).",0,0,57,Soutien,Tout objet,,,0,0,NULL,NULL,0
21,5,1,NULL,Bénédiction de la lune - Furtivité,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Furtivité, pendant la nuit, et à condition que la lumière de la lune soit accessible (désactivé dans une cave ou une grotte).",0,0,58,Soutien,Tout objet,,,0,0,NULL,NULL,0
22,5,1,NULL,Bénédiction de la lune - Perception,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Perception, pendant la nuit, et à condition que la lumière de la lune soit accessible (désactivé dans une cave ou une grotte).",0,0,59,Soutien,Tout objet,,,0,0,NULL,NULL,0
23,5,1,NULL,Bénédiction du soleil - Force,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Force, pendant la journée, et à condition que la lumière du soleil soit accessible (désactivé dans une cave ou une grotte).",0,0,55,Soutien,Tout objet,,,0,0,NULL,NULL,0
24,5,1,NULL,Bénédiction du soleil - Endurance,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Endurance, pendant la journée, et à condition que la lumière du soleil soit accessible (désactivé dans une cave ou une grotte).",0,0,56,Soutien,Tout objet,,,0,0,NULL,NULL,0
25,5,1,NULL,Bénédiction du soleil - Coordination,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Coordination, pendant la journée, et à condition que la lumière du soleil soit accessible (désactivé dans une cave ou une grotte).",0,0,57,Soutien,Tout objet,,,0,0,NULL,NULL,0
26,5,1,NULL,Bénédiction du soleil - Furtivité,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Furtivité, pendant la journée, et à condition que la lumière du soleil soit accessible (désactivé dans une cave ou une grotte).",0,0,58,Soutien,Tout objet,,,0,0,NULL,NULL,0
27,5,1,NULL,Bénédiction du soleil - Perception,200,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Passive
Effet : Confère +1 rang dans la caractéristique physique Perception, pendant la journée, et à condition que la lumière du soleil soit accessible (désactivé dans une cave ou une grotte).",0,0,59,Soutien,Tout objet,,,0,0,NULL,NULL,0
28,5,1,NULL,Brume solide,200,0,"Flux : Élémentaire (eau)
Coût en énergie : Faible
Utilisation : Active
Effet : Création d’une brume presque opaque qui entoure le porteur. Lorsque celui-ci se fait attaquer, la brume se solidifie et se prend l’impact (prévient 1 blessure moyenne). L’effet dure 24h et peut être activé toutes les 48h.",0,0,NULL,Soutien,Tout objet,,,0,0,NULL,NULL,0
29,5,1,NULL,Cape des ombres ,100,0,"Flux : Élémentaire (feu)
Coût en énergie : Faible
Utilisation : Active
Effet : Permet au porteur de se fondre dans une ombre. Il devient ainsi invisible et indétectable. L’effet prend fin quand le porteur bouge ou reçoit un dommage.
Jet de sauvegarde : Perception",0,0,NULL,Soutien,Armures,Vêtements,,0,0,NULL,NULL,0
30,5,1,NULL,Couleur changeante,200,0,"Flux : Altération
Coût en énergie : Très faible
Utilisation : Active
Effet : A l'activation du glyphe, l’objet prend la couleur de son environnement, tel un caméléon (+1 rang en Furtivité pendant 1 heure / 2 tours d'intrigue).",0,0,58,Soutien,Armures,Vêtements,,0,0,NULL,NULL,0
31,5,1,NULL,Coussins d’air,50,0,"Flux : Élémentaire (vent)
Coût en énergie : Faible
Utilisation : Active
Effet : Accumule sous les pieds de l’utilisateur de l’air souple afin de former un coussin invisible qui absorbe ¾ des dégâts de chute. Demande un jet d’Agilité pour savoir si l’utilisateur tombe sur ses pieds. Une chute mortelle reste mortelle.",0,0,NULL,Soutien,Chaussures et Bijou de cheville,,,0,0,NULL,NULL,0
32,5,1,NULL,Enchevêtrement ,100,0,"Flux : Nature
Coût en énergie : Faible
Utilisation : Active
Effet : Immobilisation par croissance rapide de plantes grimpantes qui viennent se nouer sur la cible.
Jet de sauvegarde : Coordination",0,0,NULL,Soutien,Armures,Bijoux et accessoires,,0,0,NULL,NULL,0
33,5,1,NULL,Grande portée,75,0,"Précision support : Arme de trait, Arme de jet
Flux : Élémentaire (vent)
Coût en énergie : Faible
Utilisation : Passive
Effet : Portée de l’arme doublée grâce au vent qui l’accompagne.",0,0,NULL,Soutien,Armes,,,0,0,NULL,NULL,0
34,5,1,NULL,Ivresse ,50,0,"Flux : Altération
Coût en énergie : Faible
Utilisation : Active
Effet : Après avoir pointé du doigt ou touché une cible, celle-ci est frappée d’un état ivresse. Très en vogue chez les tire-laines, assassins et taverniers peu scrupuleux.
Jet de sauvetage : Résistance physique",0,0,NULL,Soutien,Bijoux et accessoires,Vêtements,,0,0,NULL,NULL,0
35,5,1,NULL,Lévitation ,50,0,"Flux : Élémentaire (air) + Altération
Coût en énergie : Faible
Utilisation : Active
Effet : Produit une diminution de moitié du poids et un petit courant d’air qui soulève le porteur à 50 cm au-dessus du sol pendant 30 minutes maximum. Permet d’esquiver les pièges au sol et les difficultés du terrain.",0,0,NULL,Soutien,Vêtements,Armures,,0,0,NULL,NULL,0
36,5,1,NULL,Mange-Lumière,50,0,"Flux : Élémentaire (feu)
Coût en énergie : Moyen
Utilisation : Active
Effet : L’objet absorbe la luminosité environnante jusqu’à plonger les alentours dans l’obscurité. La puissance de cette absorption dépend de la puissance magique du porteur, plus elle est élevée, plus la zone sera large.
Paliers ci-dessous :
- Très faible : 2 mètres
- Faible : 3 mètres
- Moyen : 5 mètres
- Bon : 6 mètres
- Très bon : 7 mètres
- Maître : 8 mètres
- Grand-maître : 9 mètres
- Exceptionnel : 10 mètres",0,0,NULL,Soutien,Tout objet,,,0,0,NULL,NULL,0
37,5,1,NULL,Murmures épiés,100,0,"Flux : Élémentaire (vent)
Coût en énergie : Moyen
Utilisation : Active
Effet : Fait appel à la mémoire de l’air pour entendre les bruits et les conversations ayant eu lieu dans un rayon de 2 mètres autour de l’emplacement de l’utilisateur lors de l’activation. Le porteur doit choisir à l’activation un moment précis jusqu’aux 24 heures précédentes.",0,0,NULL,Soutien,Bijoux et accessoires,Vêtements,,0,0,NULL,NULL,0
38,5,1,NULL,Note surprise,50,0,"Flux : Élémentaire (air)
Coût en énergie : Faible
Utilisation : Passive
Effet : Lorsque l’arme entre en contact avec l’air et le déplace, une note musicale retentit immédiatement. Cette note surprend les adversaires, offrant donc l’initiative au porteur de l’arme musicale.
Jet de sauvegarde : Intuition",0,0,NULL,Soutien,Armes,,,0,0,NULL,NULL,0
39,5,1,NULL,Rapidité ,50,0,"Flux : Élémentaire (air) + Altération
Coût en énergie : Moyen
Utilisation : Active
Effet : Réduit l’adhérence à l’air du corps et les inhibiteurs naturels du cerveau de l’utilisateur, lui permettant de doubler sa vitesse de course. Dure 10 minutes. L’utilisation en terrain accidenté nécessite un jet d’agilité.",0,0,NULL,Soutien,Tout objet,,,0,0,NULL,NULL,0
40,5,1,NULL,Support glacial,10,0,"Flux : Élémentaire (eau)
Coût en énergie : Faible
Utilisation : Active
Effet : Produit sous les pieds du porteur une zone de glace (permet de marcher sur l’eau, de créer un piège glissant, etc).",0,0,NULL,Soutien,Chaussures et Bijou de cheville,,,0,0,NULL,NULL,0
41,5,1,NULL,Vent messager,25,0,"Flux : Élémentaire (vent)
Coût en énergie : Faible
Utilisation : Active
Effet : Permet de faire transporter un message par une brise jusqu’à un destinataire désigné, même si celui-ci est éloigné. Le message se délivre à l’instant où la brise rejoint la cible et ne peut pas être écouté de nouveau. Le message ne peut pas être entendu par quelqu’un d’autre que la cible désignée.",0,0,NULL,Soutien,Bijoux et accessoires,,,0,0,NULL,NULL,0
42,5,1,NULL,Vision thermique,50,0,"Précision support : Objet en contact avec la tête (bijou, casque, chapeau, etc)
Flux : Élémentaire (feu)
Coût en énergie : Faible
Utilisation : Active
Effet : Vision thermique sur 15 mètres autour du porteur.",0,0,NULL,Soutien,Bijoux et accessoires,Armures,Vêtements,0,0,NULL,NULL,0
43,5,1,NULL,Lueur ,50,0,"Flux : Élémentaire (lumière)
Coût en énergie : Faible à Moyen
Utilisation : Active ou Passive
Effet : Génère une lueur dont on peut varier l’intensité et la couleur.",0,0,NULL,Esthétique,Tout objet,,,0,0,NULL,NULL,0
44,5,2,NULL,Baiser mortel,100,0,"Flux : Destruction
Coût en énergie : Très faible
Utilisation : Active
Effet : Permet par un baiser d'absorber l'énergie d'un être pensant afin de restaurer sa propre énergie. Peut provoquer la mort.
Jet de sauvegarde : Résistance",0,0,NULL,Offensif,Bijoux et accessoires,,,0,0,NULL,NULL,0
45,5,2,NULL,Brouille-sens ,400,0,"Flux : Altération
Coût en énergie : Moyen
Utilisation : Active
Effet : Produit une pulsation énergétique autour d’une cible qui brouille ses 5 sens pendant 15 minutes / 3 tours, lui infligeant -1 rang en Perception.
Jet de sauvegarde : Résistance",0,0,NULL,Offensif,Tout objet,,,1,0,NULL,NULL,0
46,5,2,NULL,Contrôle mental,100,0,"Flux : Mental
Coût en énergie : Conséquent
Utilisation : Active
Effet : Permet de prendre le contrôle d'une créature à l'esprit faible (animal, simple d'esprit, être à la force mentale inférieure ou égale à faible).
Jet de sauvegarde : Force mentale",0,0,NULL,Offensif,Bijoux et accessoires,,,0,0,NULL,NULL,0
47,5,2,NULL,Déshydratation ,150,0,"Flux : Élémentaire (eau)
Coût en énergie : Faible
Utilisation : Passive
Effet : Les blessures infligées à la cible s’accompagnent d’un dessèchement immédiat des tissus lésés infligeant une douleur terrible à la victime. Ces blessures demandent plus d’énergie pour être soignées (une blessure légère demandera l’équivalent d’une blessure moyenne, etc).
Jet de sauvegarde : Force mentale (pour la douleur)",0,0,NULL,Offensif,Armes,,,0,0,NULL,NULL,0
48,5,2,NULL,Effroi ,300,0,"Flux : Mental
Coût en énergie : Moyen
Utilisation : Active
Effet : Produit une pointe d’énergie qui est projetée dans le cerveau des spectateurs, distordant leurs sentiments en une peur effroyable. Paralyse la cible pendant 1 à 3 tours.
Jet de sauvegarde : Force mentale",0,0,NULL,Offensif,Tout objet,,,0,0,NULL,NULL,0
49,5,2,NULL,Nécrose ,350,0,"Précision support : Arme de corps à corps tranchante et/ou perforante
Flux : Destruction
Coût en énergie : Moyen
Utilisation : Active
Effet : Inverse les effets habituels de l’énergie magique brute pour qu’elle cause la mort plutôt que la vie. Le contact de cette énergie (quand une blessure est infligée) cause 1 blessure légère par tour et réduit les effets des sorts et glyphes de soin de moitié pendant 4 tours.
Jet de sauvegarde : Résistance",0,0,NULL,Offensif,Armes,,,1,0,NULL,NULL,0
50,5,2,NULL,Paralysie mineure,50,0,"Précision support : Arme de corps à corps tranchante et/ou perforante
Flux : Altération
Coût en énergie : Faible
Utilisation : Active
Effet : Ralentit énormément le flot d’énergie concentré dans l’arme et le relâche dans le corps de la cible au moment de la blessure. Le flot statique paralyse le membre blessé. La paralysie disparaît si la blessure est guérie.
Jet de sauvegarde : Résistance",0,0,NULL,Offensif,Armes,,,0,0,NULL,NULL,0
51,5,2,NULL,Paralysie supérieure,150,0,"Précision support : Arme de corps à corps tranchante et/ou perforante
Flux : Altération
Coût en énergie : Moyen
Utilisation : Active
Effet : Ralentit énormément le flot d’énergie concentré dans l’arme et le relâche dans le corps de la cible au moment de la blessure. Le flot statique paralyse le corps entier. La paralysie disparaît si la blessure est guérie.
Jet de sauvegarde : Résistance",0,0,NULL,Offensif,Armes,,,0,0,NULL,NULL,0
52,5,2,NULL,Poison ,100,0,"Précision support : Arme, Objet en contact avec l’arme, Objet divers
Flux : Nature
Coût en énergie : Variable
Utilisation : Active
Effet : Création d’un poison dont les caractéristiques (effet, durée, activation) sont à définir à l’achat.",0,0,NULL,Offensif,Armes,Bijoux et accessoires,,0,0,NULL,NULL,1
53,5,2,NULL,Tueur d’elfes,500,0,"Flux : Destruction
Coût en énergie : Conséquent
Utilisation : Active
Effet : Toute blessure infligée à un elfe devient une blessure grave. Incompatible avec tueur de vampires, de sainnûr ou d’humains. Ne peut pas être placé dans le même carquois qu’une flèche portant tueur de vampires, de sainnûr, ou d’humains si appliqué à des flèches.",0,0,NULL,Offensif,Armes,,,0,0,NULL,NULL,0
54,5,2,NULL,Tueur d’humains,500,0,"Flux : Destruction
Coût en énergie : Conséquent
Utilisation : Active
Effet : Toute blessure infligée à un humain devient une blessure grave. Incompatible avec tueur d’elfes, de vampires ou de sainnûr. Ne peut pas être placé dans le même carquois qu’une flèche portant tueur d’elfes, de vampires, ou de sainnûr si appliqué à des flèches.",0,0,NULL,Offensif,Armes,,,0,0,NULL,NULL,0
55,5,2,NULL,Tueur de sainnûr,500,0,"Flux : Destruction
Coût en énergie : Conséquent
Utilisation : Active
Effet : Toute blessure infligée à un sainnûr devient une blessure grave. Incompatible avec tueur d’elfes, de vampires ou d’humains. Ne peut pas être placé dans le même carquois qu’une flèche portant tueur d’elfes, de vampires, ou d’humains si appliqué à des flèches.",0,0,NULL,Offensif,Armes,,,0,0,NULL,NULL,0
56,5,2,NULL,Tueur de vampires,500,0,"Flux : Destruction
Coût en énergie : Conséquent
Utilisation : Active
Effet : Toute blessure infligée à un vampire devient une blessure grave. Incompatible avec tueur d’elfes, de sainnûr ou d’humains. Ne peut pas être placé dans le même carquois qu’une flèche portant tueur d’elfes, de sainnûr, ou d’humains si appliqué à des flèches.",0,0,NULL,Offensif,Armes,,,0,0,NULL,NULL,0
57,5,2,NULL,Animosité,100,0,"Flux : Mental
Coût en énergie : Faible
Utilisation : Active
Effet : Attire l'hostilité des ennemis. Inconsciemment, les adversaires seront plus promptes à attaquer le porteur du glyphe qu’une autre personne. Le support doit être exposé.
Jet de sauvegarde : Force mentale",0,0,NULL,Soutien,Tout objet,,,0,0,NULL,NULL,0
58,5,2,NULL,Appropriation,100,0,"Flux : Altération
Coût en énergie : Moyen
Utilisation : Active
Effet : L’arme absorbe le sang de son porteur ou d’une victime afin de s’allonger ou de s’épaissir (au choix de l’utilisateur).",0,0,NULL,Soutien,Armes,,,0,0,NULL,NULL,0
59,5,2,NULL,Change-mensonge,200,0,"Flux : Mental
Coût en énergie : Très faible
Utilisation : Active
Effet : Sur activation, permet de faire croire à une cible que ce qu’elle vient d’entendre n’est qu’un pur mensonge.
Jet de sauvegarde : Charisme (de la personne dont on travestit les propos) ou Force mentale (de la personne ciblée).",0,0,NULL,Soutien,Bijoux et accessoires,,,0,0,NULL,NULL,0
60,5,2,NULL,Mensonge ,300,0,"Flux : Illusion
Coût en énergie : Moyen
Utilisation : Passive
Effet : Diminue la perspicacité de l’interlocuteur du porteur, de sorte que celui-ci ne détecte pas les mensonges énoncés par le porteur.
Jet de sauvegarde : Spirites du hibou, pouvoirs baptistraux",0,0,NULL,Soutien,Bijoux et accessoires,,,0,0,NULL,NULL,0
61,5,2,NULL,Soins cadavériques,100,0,"Flux : Guérison
Coût en énergie : Faible
Utilisation : Active
Effet : Permet d’utiliser un cadavre afin de se soigner en convertissant la chair, le sang et les os en énergie de guérison. Le cadavre doit être frais (24h) et peut soigner l’équivalent d’une blessure moyenne. Utilisation une fois par jour.",0,0,NULL,Soutien,Bijoux et accessoires,,,0,0,NULL,NULL,0
62,5,3,NULL,Déplacement,500,0,"Flux : Protection
Coût en énergie : Moyen
Utilisation : Active
Effet : Contre tout effet de paralysie, blocage et ralentissement pendant 5 minutes / 1 tour d’intrigue.",0,0,NULL,Défensif,Tout objet,,,0,0,NULL,NULL,0
63,5,3,NULL,Détection,200,0,"Flux : Erudition
Coût en énergie : Faible
Utilisation : Passive
Effet : Dans un rayon de 5 mètres, toute intention négative à l’égard du porteur lui est signalée par un son ou une sensation de son choix (à définir à l’achat).
Jet de Sauvegarde : Protection mentale / Glyphe de dissimulation d’intentions",0,0,NULL,Défensif,Tout objet,,,0,0,NULL,NULL,1
64,5,3,NULL,Dissipation ,300,0,"Flux : Altération
Coût en énergie : Moyen
Utilisation : Active
Effet : Dissipe un piège magique ou un piège physique dans un périmètre de 5 mètres de l'utilisateur quand celui-ci pose l’objet sur le sol. Une seule utilisation par jour.",0,0,NULL,Défensif,Bijoux et accessoires,,,0,0,NULL,NULL,0
65,5,3,NULL,Impalpable bouclier,300,0,"Flux : Protection
Coût en énergie : Moyen
Utilisation : Active
Effet : Forme un bouclier magique venant bloquer un coup, la protection est de puissance égale à la caractéristique endurance du porteur (moyen = coup faible, très bon = coup moyen, grand-maître = coup lourd).",0,0,NULL,Défensif,Tout objet,,,0,0,NULL,NULL,0
66,5,3,NULL,Morsure caduque ,200,0,"Flux : Protection
Coût en énergie : Faible
Utilisation : Passive
Effet : Protège le porteur des morsures et griffures animales. Ne protège pas contre les dragons.",0,0,NULL,Défensif,Armures,,,0,0,NULL,NULL,0
67,5,3,NULL,Poigne sans failles,200,0,"Flux : Protection
Coût en énergie : Moyen
Utilisation : Passive
Effet : Impossibilité de désarmer l’utilisateur.",0,0,NULL,Défensif,Armes,,,0,0,NULL,NULL,0
68,5,3,NULL,Retraite ,150,0,"Flux : Déplacement
Coût en énergie : Faible
Utilisation : Active
Effet : À l'activation, le porteur est déplacé de 10 mètres en arrière pour ne pas être dans la mêlée. (Ne permet pas d'esquiver un coup mais bel et bien de se replacer). (Ne permet pas de traverser des obstacles). (Pensez à vérifier que ce n’est pas du vide derrière vous, la chute pourrait être rude).",0,0,NULL,Défensif,Armures,Chaussures et Bijou de cheville,Vêtements,0,0,NULL,NULL,0
69,5,3,NULL,Frappe accélérée,200,0,"Flux : Altération
Coût en énergie : Moyen
Utilisation : Active
Effet : Concentre l’énergie pour retirer le blocage naturel du cerveau sur les capacités physiques de l’utilisateur qui voit sa vitesse de frappe augmenter (prise d’initiative OU 1 coup supplémentaire sur le tour au choix). Néanmoins, il doit réussir à se contrôler pour être efficace (jet de coordination réussi avant toute attaque).",0,0,NULL,Offensif,Tout objet,,,0,0,NULL,NULL,0
70,5,3,NULL,Reflet ,100,0,"Flux : Illusion
Coût en énergie : Faible
Utilisation : Active
Effet : Fait apparaître un reflet de la lame sous un angle différent de celui utilisé par le porteur pour attaquer, permet de surprendre la cible en lui infligeant -10 à un jet de parade avec arme, magie ou bouclier.
Jet de sauvegarde : Perception ou Intuition",0,0,NULL,Offensif,Armes,,,1,0,NULL,NULL,0
71,5,3,NULL,Vendetta ,500,0,"Flux : Energie
Coût en énergie : Conséquent
Utilisation : Active
Effet : Si le porteur est blessé en combat, l’objet provoquera une explosion dont la puissance est proportionnelle à la gravité de la blessure infligée (blessure légère = sort niveau moyen, blessure moyenne = sort niveau très bon, blessure lourde = sort niveau grand-maître). Cette explosion est dangereuse uniquement pour celui qui a causé la blessure et n'endommage aucunement l’objet. L'effet s'activera à la première blessure reçue. Utilisation maximale 1 fois par jour.",0,0,NULL,Offensif,Tout objet,,,0,0,NULL,NULL,0
72,5,3,NULL,Accès ,100,0,"Flux : Déplacement
Coût en énergie : Très faible
Utilisation : Passive
Effet : Permet l’accès à un lieu (pièce, maison, lieu précis, etc.) ou à un objet (malle, capsule, boîte, etc.) appartenant au porteur. Fait office de « clé ». L’objet ou le lieu ne s’ouvre que sur présentation du glyphe.
Jet de sauvegarde : Magie, Annulation de glyphes.",0,0,NULL,Soutien,Tout objet,,,0,0,NULL,NULL,0
73,5,3,NULL,Adaptabilité ,20,0,"Flux : Altération
Coût en énergie : Très faible
Utilisation : Passive
Effet : Permet au support de suivre la croissance du porteur et de s'adapter à sa taille.",0,0,NULL,Soutien,Tout objet,,,0,0,NULL,NULL,0
74,5,3,NULL,Catharsis ,150,0,"Flux : Guérison
Coût en énergie : Moyen à Supérieur
Utilisation : Active
Effet : Utilisé sur une cible, celle-ci est immédiatement libérée d’un effet mental agressif (contrôle, folie, phobie, peur, illusion mentale). 1 usage tous les 2 tours.",0,0,NULL,Soutien,Tout objet,,,0,0,NULL,NULL,0
