id,title_id,subtype_id,glyphe1_id,glyphe2_id,glyph3_id,glyph4_id,glyph_sup1_id,glyph_sup2_id,alloy_id,rarity_id,max_number,legend_id,character_id,name,description,comment,shop,boat_id,price,personalization
85,,1,244,247,,,,,,1,,,,Epée de seconde main,"Une épée courte, à la limite de passer pour un poignard, qui n’est pas à affûter car son but n’est pas de trancher mais de parer. La lame est large et solide. Cette surface de lame permet d’y graver des symboles, bien que ceux-ci soient facilement usés par les coups reçus. La garde est courte mais particulièrement bien façonnée, car faite sur mesure avec un soin méticuleux et une ergonomie novatrice. ",,Boutique des objets communs,,300,0
86,,1,280,,,,,,,1,,,,Lame des saisons,"Une épée possédant un seul tranchant renforcé, d’une largeur moyenne, possédant une garde courte et un pommeau en forme de branche ou de racine. Il ne porte pas de sceau de forgeron, mais des ornements divers sur le manche, comme des os incrustés ou des plumes accrochées.",,Boutique des objets communs,,350,0
87,,1,69,67,,,,,,1,,,,Lame de vitesse,"Une épée à la lame fine ayant eu deux forgeages successifs, et portant une longue gravure centrale de la garde à la pointe. La garde est fine, travaillée en des dessins délicats, et arrondie, tandis que le pommeau est absent et la poignée est renforcée et frappée de runes. Le sceau du forgeron se trouve sur le plat au bout de la poignée. Elle a en général une teinte grise ou blanche.",,Boutique des objets communs,,400,0
88,,1,80,,,,,,,1,,,,Epée de fugue,"La lame est fine, légèrement plus étroite qu’une lame classique, et de ce fait plus légère, forgée par un savant damasquinage dont on voit le travail sur la longueur, claire aux reflets sombres et moirés (violets, bleus ou verts). La garde est arrondie, alors que la poignée a été pensée pour le confort de son utilisateur sur la durée. Le sceau de son forgeron est inscrit sur l’intérieur de la garde. Elle se passe souvent de pommeau.",,Boutique des objets communs,,450,0
89,,1,148,,,,,,,1,,,,Arme modulaire,"Lame simple à deux mains, sans aucune fioriture. Le sceau de son forgeron se trouve sur le corps de l’arme dont le forgeage fait apparaître des marques à intervalle régulier. ",,Boutique des objets communs,,50,0
90,,1,87,,,,,,,1,,,,Lame éthérée,"Une lame à deux mains au corps large et puissant, à la garde solide et au manche un peu plus long que deux mains, afin de permettre un maniement aisé. Son pommeau est rond et orné. On retrouve le sceau du forgeron en plein centre du corps de l’arme ou sur la garde. Généralement, l’épée n’a pas de couleur spécifique.",,Boutique des objets communs,,100,0
91,,1,58,,,,,,,1,,,,Lame vorace,"Une lame à deux mains constituée d’orichalque et d’ivoire noir, dont le manche est court mais adapté à la poigne du porteur. La garde est arrondie ou classique, et le pommeau en forme de larme porte souvent une pierre de péridot. Le sceau du forgeron se retrouve sur le pommeau, tandis que les emplacements de glyphes sont protégés sur le manche par une bande de cuir.",,Boutique des objets communs,,150,0
92,,1,90,,,,,,,1,,,,Acier de la divinité,"Une lame à deux mains longue et aiguisée, avec deux tranchants et un manche large permettant un maniement aisé et un changement de prise rapide. Sa garde est classique, comme son pommeau, tous deux sculptés à l’image d’une déesse au choix. Le sceau du forgeron se trouve sur le corps de l’arme, entouré par les quatre emplacements de glyphes. En général, la lame est d’un bleu éthéré et brillant.",,Boutique des objets communs,,250,0
93,,1,281,,,,,,,1,,,,Décolle écaille,"Une lame à deux mains au corps large et puissant, à la garde solide, afin de permettre un maniement aisé mais surtout puissant. Son pommeau est orné d’une figure animale au choix à l’achat. D’une couleur sombre, la lame a une forme très particulière (plus fine d’un côté que de l’autre) et réclame une Expertise dans le maniement d’une épée de niveau Très bon minimum.",,Boutique des objets communs,,600,0
94,,1,70,,,,,,,1,,,,Épée reflet,"Lame bâtarde entre une main et une main et demi, avec un corps large de deux à trois pouces forgé par feuilletage. La garde est standard, mais le pommeau un peu plus petit que la normale. Le manche quant à lui est long pour pouvoir mettre les deux mains dessus au besoin.",,Boutique des objets communs,,100,0
95,,2,282,,,,,,,1,,,,Poignard des Affres,"Poignard à lame courte, fine et courbe, en iridium, et constitué d’une poignée faite en corne d’animal ou en bois précieux, gravée d’arabesques raffinées. C’était un poignard très courant en Althaïa.",,Boutique des objets communs,,200,0
96,,2,121,,,,,,,1,,,,Dague de paresse,"Dague de mithril brossé, à la forme légèrement ovale comme une dent, et d’une couleur pastel. Sa garde est ronde, son manche court et droit, et son pommeau en forme de petite larme. Les tranchants sont lisses et effilés.",,Boutique des objets communs,,250,0
97,,2,240,,,,,,,1,,,,Dague hémorragique,"Le manche est en iridium, dont la base est le plus souvent sertie d’une pierre de rubis, tandis que la lame est faite de palladium, tranchante autant à son recto qu’à son verso. Les deux côtés sont pourvus de fines dentelures dans un sens contraire l’une à l’autre.",,Boutique des objets communs,,250,0
98,,2,244,247,,,,,,1,,,,Dague de seconde main,"Dague qui n’est pas à affûter car son but n’est pas de trancher mais de parer. La lame est large et solide. Cette surface de lame permet d’y graver des symboles, bien que ceux-ci soient facilement usés par les coups reçus. La garde est courte mais particulièrement bien façonnée, car faite sur mesure avec un soin méticuleux et une ergonomie novatrice.",,Boutique des objets communs,,300,0
99,,2,49,,,,,,,1,,,,Dague de délitement,"Dague d’acier feuilleté, de couleur claire ou sombre, avec une garde très mince en os animal gravé. Le pommeau est inexistant pour en augmenter la maniabilité. La lame possède une forme légèrement dentelée.",,Boutique des objets communs,,350,0
100,,2,283,284,,,,,,1,,,,Dague de Foi,"Dague en adamantium, de couleur sombre, à la garde sobre et lisse, sans aucune fioriture. La lame large à la base présente une courbure en forme de vague. Malgré son apparence simple, son tranchant est acéré.",,Boutique des objets communs,,400,0
101,,2,238,285,,,,,,1,,,,Pankahbeek,"Curieuse arme pour un nom Graärh, il s’agit d’une petite lame longue de quinze à vingt centimètres en forme de feuille ou de goutte. Disponible en plusieurs teintes et métaux différents, décorée avec plus ou moins de style. Elle se compose d’une lame double biseautée, équipée d’une bague de cuir renforcée pour s’accrocher au bout de la queue. L’arme est équipée d’un petit réservoir à poison, bien que souvent très peu utilisé.",,Boutique des objets communs,,400,0
102,,2,229,238,,,,,,1,,,,Poignard de lutte draconique,"Poignard fait d’une griffe de dragon taillée, légèrement courbée, longue d’environ 30 centimètres, souvent sombre, à laquelle a été scellée une garde solide. De confection almaréenne, il n’est pas rare d’y trouver, gravées, des prières à la gloire de Néant.",,Boutique des objets communs,,500,0
103,,5,58,,,,,,,1,,,,Croissant funeste,"Hache dotée d'un fer allongé en forme de croissant. Le fer a deux points de fixation à la hampe : une à l’extrémité basse du croissant, l’autre en son milieu. L’extrémité haute du croissant forme une pointe acérée pouvant être utilisée aussi en coup d’estoc.",,Boutique des objets communs,,150,0
104,,5,286,,,,,,,1,,,,Hache de gel,"Hache à une main, en mithril, de couleur claire et au forgeage solide. Son manche est fait d’un bois de Licorok, solidement traité et bandé de cuir. Il peut, ou non, être sculpté. Le plat du corps de l’arme porte le sceau du forgeron et/ou le cimier du possesseur.",,Boutique des objets communs,,200,0
105,,5,90,,,,,,,1,,,,Frappe Divine,"Hache à deux mains constituée d’un manche long en bois d’ébène et d’une lame à double tranchant en palladium, formant comme deux ailes évasées. Tout le long du manche courent des gravures représentant des scènes historiques gloriennes.",,Boutique des objets communs,,250,0
106,,5,8,,,,,,,1,,,,Frappe sonique,"Hache à une main, faite d’un manche en bois de chêne et d’une lame large d’adamantium, au tranchant renforcé. Le manche est gravé ou sculpté mais la lame est très simple. Le sceau du forgeron ou du porteur est placé sur le manche, souvent sur le bout inférieur.",,Boutique des objets communs,,250,0
107,,3,287,,,,,,,1,,,,Serre ignée,"Faux de bataille constituée d’une seule pièce de métal travaillée, souvent du mithril ou de l’adamantium. Le métal peut être teinté en noir ou en rouge sombre, ou laissé tel quel. Elle peut posséder une ou deux lames soudées. Sa garde est renforcée par du cuir et possède également des lanières pour garder l’arme accrochée au poignet au besoin. L’arrière des lames et le haut du corps d’accroche sont sculptés à l’image d’un oiseau.",,Boutique des objets communs,,200,0
108,,3,49,,,,,,,1,,,,Faucille de pourriture,"Serpe ressemblant à ses cousines utilisées pour les récoltes dans les champs, avec une lame ronde, large, au tranchant intérieur effilé ou dentelé. Son manche est court, adapté à la poigne du porteur, et renforcé avec du cuir. Elle peut posséder une lanière pour être accrochée au poignet du porteur et sa lame est généralement de couleur sombre.",,Boutique des objets communs,,350,0
109,,3,288,,,,,,,1,,,,Faux des cavaliers,"La hampe de cette faux de bataille est d’un bois d’ébène très sombre renforcé de fines plaques de rhodium et de platine noir tout du long, aux arabesques évoquant une harde de chevaux se coursant, et sa lame recourbée, faite de mithril et d’adamantium alliés à de l’obsidienne, dessine sur sa courbure convexe la crinière d’un cheval volant au vent.",,Boutique des objets communs,,400,0
110,,3,289,290,,,,,,1,,,,Les griffes de la mante sacrée,"Grande faux constituée d’un manche central au bois de palétuvier renforcé avec une laque de mithril, la couvrant en totalité, et des anneaux pour protéger sa surface, également disposés. Le manche est construit par sections délimitées par ces anneaux de renforcement, de sorte à posséder des encoches naturelles. Son manche est renforcé avec du cuir végétal gravé de glyphes et de prières à la mante. Le haut de l’arme est constitué de deux tranchants opposés ressemblant à deux grandes griffes vertes et rayées d’un vert plus sombre. Chaque tranchant porte le sceau de l’Esprit-Lié de la mante. Des fanaux verts et blancs ornent le manche ou la jonction des deux lames.",,Boutique des objets communs,,600,0
111,,3,291,,,,,,,1,,,,Aiguille d’orage,"Lance entièrement constituée de métal blanc, probablement du mithril. Sa pointe est fourchue et très résistante, possédant trois forgeages successifs, tandis que le corps est réalisé en une seule trempe. Le métal est brillant, le corps de l’arme est souvent orné d’entrelacs sculptés ou réalisés pendant la trempe et renforcés par une laque supplémentaire. La poignée est renforcée de cuir blanc dans lequel le sceau du porteur est gravé.",,Boutique des objets communs,,200,0
112,,3,91,,,,,,,1,,,,Croc cruel,"Lance entièrement constituée de bois, avec une pointe renforcée par magie, d’une très grande finesse. Le bois est souvent traité pour être renforcé, prenant des teintes chaudes et profondes. Sa poignée est renforcée avec du cuir brun ou rouge.",,Boutique des objets communs,,300,0
113,,4,230,,,,,,,1,,,,Masse à clous,"Une masse constituée de bois sculpté de symboles effrayants destinés à faire comprendre à l’entourage que vous n’êtes pas là pour rigoler. Sa prise est renforcée de cuir non tanné. Son extrémité de frappe est dotée de multiples piques de dix centimètres, pointus et douloureux lors d’un choc.",,Boutique des objets communs,,100,0
114,,4,122,,,,,,,1,,,,Masse sismique,"Une masse constituée de bois sculpté représentant des scènes de batailles et renforcé par des couches de métal feuilleté. Sa prise est également cerclée de bandes de cuir pour permettre une meilleure adhésion. En général, on utilise un bois clair qui a tendance à brunir une fois imbibé de sang. Cette couleur reste mais peut ensuite posséder de profondes nuances.",,Boutique des objets communs,,100,0
115,,4,114,,,,,,,1,,,,Etoile du Matin,"Une masse constituée d’un manche robuste de bois de chêne fumé lui donnant une couleur sombre, renforcé de cuir noir à la base pour assurer une prise ferme. Elle est ornée à son extrémité contondante de pointes et de lames acérées.",,Boutique des objets communs,,250,0
116,,4,292,293,,,,,,1,,,,Masse porc-épic,"Faite en acier et forgée en deux morceaux, cette masse est un savant mélange entre le savoir-faire technique et le savoir-faire magique. En effet, le manche de la masse est pourvue d'un bouton poussoir, et lorsque celui-ci est activé, les piques qui ornent la tête de l'arme sont tirés dans toutes les directions. L'utilisation d'un tel système requiert de tenir la masse bien droite au-dessus de sa tête, mais le glyphe qui est gravé sur le manche permet de faire aussitôt apparaître de nouvelles pointes à la place des anciennes... à condition de ne pas en abuser.",,Boutique des objets communs,,350,0
117,,4,294,,,,,,,1,,,,Fléau de Sang,"Fléau d’armes constitué de palladium. Son manche est torsadé tout du long et comprend une poignée recouverte de cuir noir ou brun sombre pour assurer une prise ferme. L’arme est articulée grâce à une chaîne de palladium et mithril mêlés, qui relie la masse, en forme d’étoile épineuse et acérée, au manche. Cette arme est difficile à maîtriser.",,Boutique des objets communs,,550,0
118,,4,295,,,,,,,1,,,,Le Redresseur de Torts,"Une des armes privilégiées du Royaume sélénien, le Redresseur de Torts est une arme prenant l’aspect d’un marteau à deux mains, très puissant, mais difficilement maniable par le commun des mortels, forgé par les impérialistes. La petite chose qui le différencie des marteaux conventionnels est le fait que, dans sa tête forgée en acier pur, se situe un glyphe se déclenchant à chaque coup puissant porté sur un ennemi : c’est le fruit d’un enchantement apposé par les mages de guerre de l’Empire. Il est dit que le marteau contribue au rayonnement du Royaume à travers les peuples.",,Boutique des objets communs,,250,0
119,,4,291,94,82,,,,,1,,,,Coup de Foudre,"Ce marteau est constitué d’une hampe courte, sculptée de gracieuses arabesques dans du bois de chêne solide et sombre, et d’une poignée en cuir noir permettant une prise ferme. Sa tête présente diverses sculptures contant des scènes d’histoires élanéennes. Sa constitution en palladium et mithril mêlés lui confère une bonne solidité, alliée à une certaine légèreté, ce qui permet au marteau d’être lancé.",,Boutique des objets communs,,500,0
120,,4,122,,,,,,,1,,,,La Frakasse,"Fréquemment trouvé dans les infanteries lourdes des champs de bataille, cet imposant marteau à deux mains est particulièrement robuste et dévastateur entre des mains expertes. Son manche peut être en bois laqué, souvent du chêne ou du frêne, ou en métal. Sa tête présente deux faces hérissées de pointes mortelles, causant autant de ravages que l’on peut imaginer. Mais ce qui rend cette arme particulièrement destructrice, ce sont les glyphes apposés dessus.",,Boutique des objets communs,,500,0
121,,4,296,297,,,,,,1,,,,Écrase-la-face,"En apparence, cela semble être le marteau d'un forgeron ou même d'un charpentier. Le manche est en bois de sapin, la tête en acier. L'ensemble n'est pas très esthétique, mais il ne s'agit pas du but recherché. Étonnamment léger pour un marteau, les coups qu'il donne sont pourtant bien plus puissants qu'ils le devraient.",,Boutique des objets communs,,1000,0
122,,4,36,,,,,,,1,,,,Gueule d’abysse,"Bâton constitué de deux sections assemblées, sculptées dans un bois aux reflets légèrement bleus et doté d’une texture très veinée. Trois ensembles de runes se retrouvent sur le corps même du bâton, tandis que la gueule taillée renferme les glyphes. Son extrémité inférieure est ferrée avec de l’adamantium.",,Boutique des objets communs,,50,0
123,,4,77,,,,,,,1,,,,Bravoure,"Bâton de bois cendré orné de trois incrustations d’argent. Il représente, à la tête, un aigle prenant son envol ou un lion rugissant. Son pied est non seulement ferré, mais il est en plus renforcé par de l’adamantium. Le bec de l’aigle ou les crocs du lion le sont souvent également. Le bois est généralement poncé plutôt que lissé.",,Boutique des objets communs,,150,0
124,,4,11,,,,,,,1,,,,Vermintide,"Bâton sculpté dans un bois de ronce noir, poli et orné de sombres gravures représentant des insectes et des scènes naturelles. Elles semblent si vivantes et saisissantes qu’elles paraissent bouger. Il est parfois ferré sur le bout ou cerclé sur le corps. Des charmes funestes se retrouvent souvent dissimulés dans les replis des gravures.",,Boutique des objets communs,,150,0
125,,4,108,,,,,,,1,,,,Perche d’horreur,"Bâton à l’apparence sinistre et tordue, constitué d’ossements fusionnés ensemble par magie. Ils sont gravés avec des runes de mauvais présages, d’antiques rituels vampiriques ou même Graärh pour certains. La tête est généralement de forme imaginaire mais évocatrice. Le pied est ferré avec un thorium corrompu.",,Boutique des objets communs,,300,0
126,,4,111,,,,,,,1,,,,Perche d’ivresse,"Bâton d’apparence très élégante, taillé en général dans un bois de rose ou d’olivier, sculpté à la mode althaïenne. Des runes s'entrelacent sur son corps, tandis que la tête éclot comme une fleur, un animal ou une forme imaginaire et rêveuse. Son bout n’est pas ferré, mais dispose sur la tranche d’un simple disque de mithril pour le protéger.",,Boutique des objets communs,,350,0
