id,bonus1_id,bonus2_id,bonus3_id,bonus4_id,effect1_id,effect2_id,malus1_id,malus2_id,malus3_id,name,isunique,description,bought,used,type,support ,support_2,support_3
22,18,16,6,8,75,NULL,NULL,NULL,NULL,Vernis bleu,0,"Fait avec de la poudre d'aigue-marine et du mithril. La technique nécessaire pour ce vernis est particulièrement délicate, et il faut doser le plus justement possible les ingrédients, car chaque surplus peut valoir cher. Il est apposé en deux couches. La première, et la plus délicate, est faite en une fois sans arrêt tout le long de l’arme, très lentement. La seconde est faite par feuilletages successifs. Le résultat est une surface aux reflets bleus et argents.",0,0,Alliage métalique,Armes,,
23,53,6,NULL,NULL,103,138,NULL,NULL,NULL,Gravure : Oiseau de tonnerre,0,"A l’aide d’un outil magique, on grave la surface du support en creusant la forme d’un oiseau stylisé puis, une fois la forme définie, elle est remplie avec un mélange de palladium, de mithril et de zircon. On aide le mélange à remplir la forme grâce à un soufflet, en raison des détails très poussés de la gravure, puis on laisse reposer pendant deux jours. Une fois que l’alliage a durci, on le lustre et on le protège d’un vernis pour achever l’ensemble.",0,0,Alliage métalique,Armes,,
24,18,6,22,53,106,NULL,NULL,NULL,NULL,Vernis blanc,0,"Fait avec de la poudre d'argent, de la rysine et de l’adamantine. La technique nécessaire pour ce vernis est particulièrement délicate, et il faut doser le plus justement possible les ingrédients, car chaque surplus peut valoir cher. On passe une première couche en coups de pinceaux, puis on passe une seconde couche plus unie et droite, pour recouvrir la première. Lorsqu’elles ont séché à l’air libre, on vient reprendre une troisième fois sur les zones faibles.",0,0,Alliage métalique,Armes,,
25,18,6,22,53,107,NULL,NULL,NULL,NULL,Vernis jaune,0,"Fait avec de la poudre de cornaline et du vrai-argent. La technique nécessaire pour ce vernis est particulièrement délicate, et il faut doser le plus justement possible les ingrédients, car chaque surplus peut valoir cher. On trempe l’objet dans une cuve de cet alliage et on le laisse ensuite reposer au-dessus de la cuve, exposé à une forte source de lumière, pendant environ une semaine.",0,0,Alliage métalique,Armes,,
26,18,6,22,53,109,NULL,NULL,NULL,NULL,Vernis noir,0,"Fait avec de la poudre de diamant noir et de l’adamantine. La technique nécessaire pour ce vernis est particulièrement délicate, et il faut doser le plus justement possible les ingrédients, car chaque surplus peut valoir cher. On applique la première couche par une diffusion au soufflet, puis une seconde couche au pinceau, en feuilletage, avant de laisser reposer dans un lieu froid afin de saisir l’alliage sans qu’il ne s’évente.",0,0,Alliage métalique,Armes,,
27,18,6,22,53,110,NULL,NULL,NULL,NULL,Vernis rouge,0,"Fait avec de la poudre de rubis et du palladium. La technique nécessaire pour ce vernis est particulièrement délicate, et il faut doser le plus justement possible les ingrédients, car chaque surplus peut valoir cher. On applique une seule couche, la plus égale possible, puis on laisse reposer pendant une journée dans un environnement chaud et sec.",0,0,Alliage métalique,Armes,,
28,18,6,22,53,108,NULL,NULL,NULL,NULL,Vernis violet,0,"Fait avec de la poudre de sardonyx et du mithril. La technique nécessaire pour ce vernis est particulièrement délicate, et il faut doser le plus justement possible les ingrédients, car chaque surplus peut valoir cher. On applique une première couche en enroulant l’objet dans une compresse imbibée du vernis, puis on laisse reposer pendant une journée. Lorsque la couche est sèche on en passe une seconde au pinceau et une troisième par projection via un soufflet.",0,0,Alliage métalique,Armes,,
29,22,53,12,NULL,143,NULL,19,3,NULL,Vitrail étrange,0,"Il ne s'agit pas d'un travail de métal pur, mais d'un alliage construit autour du verre, et plus précisément des vitraux. L'arme est donc complètement reconstruite, en un vitrail unique à chaque fois, et dont la structure est faite d'un mélange de mithril et de tourmaline. Le résultat est absolument époustouflant et très prisé dans les hautes sociétés.",0,0,Alliage métalique,Armes,,
30,22,53,12,NULL,144,NULL,19,3,NULL,Vitrail ternis,0,"Il ne s'agit pas d'un travail de métal pur, mais d’un assemblage de verre et plus précisément des vitraux. L'arme est donc complètement reconstruite, en un vitrail unique à chaque fois, et dont la structure est faite d'un mélange de vrai-argent et d’obsidienne. Le résultat est absolument époustouflant et très prisé dans les hautes sociétés.",0,0,Alliage métalique,Armes,,
31,18,12,38,NULL,142,NULL,43,135,NULL,Lunalith,0,"Alliage fait d’orichalque, de nacre, de poudre de diamant et de cristal de magie. L’alliage est d’abord constitué d’orichalque et de nacre. On le place dans un socle de forge-arcane et on l’infuse avec la puissance des cristaux de magie pendant un mois. La poudre de diamant est placée comme laque sur l’arme. Lorsque cela est fait, un maître-mage s’occupe d’infuser l’alliage avec le sang du porteur, afin de sceller l’union de la personne et de l’objet. L'arme est entourée de lumière et porte des stries délicates.",0,0,Alliage métalique,Armes,,
32,18,12,39,NULL,142,NULL,42,135,NULL,Umbralith,0,"Alliage fait d’orichalque, d’obsidienne, de poudre de diamant et gemme de sang. L’alliage est d’abord constitué d’orichalque et d’obsidienne. On le place dans un socle de forge-arcane et on l’infuse avec la puissance des gemmes de sang pendant un mois. La poudre de diamant est placée comme laque sur l’arme. Lorsque cela est fait, un maître-mage s’occupe d’infuser l’alliage avec le sang du porteur, afin de sceller l’union de la personne et de l’objet. L’objet est entouré d'ombres et porte un halo de lumière sinistre.",0,0,Alliage métalique,Armes,,
33,31,NULL,NULL,NULL,85,NULL,19,NULL,NULL,Orale,0,"Contient du palladium, des artefacts draconiques, et de l’orichalque. Cet alliage ne peut être créé que dans une forge-arcane, en faisant fondre les matériaux par magie pour les fusionner, puis en faisant tremper l’extérieur dans une solution très riche en énergie, proche du zéro absolu. Le coeur de l’objet reste néanmoins en fusion constante, ce qui lui donne un aspect rouge-orangé vibrant et le garde chaud en permanence.",0,0,Alliage métalique,Bijoux,,
34,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,NULL,Sceau d'hématite,0,"On creuse le support grâce à une aiguille d’énergie pure, d’une taille pré-sélectionnée en fonction de la résistance du support, pour dessiner le tracé du sceau. Une fois ce travail effectué, les sillons sont remplis d’un alliage fait d’hématite, de granit et d’adamantine, qui est laissé à reposer pendant trois jours, avant d’être poli et protégé par une couche de vernis neutre. Il n’est pas très beau à voir, souvent sombre et terne.",0,0,Alliage métalique,Tout objet,,
35,18,NULL,NULL,NULL,162,NULL,NULL,NULL,NULL,Acier-Monde,0,"Alliage de lathium, d’orhium et d’orichalque, on place le métal fondu dans un moule fait de carapace de vers des glace ou de karapt, pendant qu’il est infusé avec la puissance de divers Esprits-Liés (scarabée, salamandre, léopard des neiges, etc). On le refroidit dans les eaux de lac ‘sanctifiées’ afin de le garder très pur. Le métal possède une apparence ondoyante faite de plusieurs couches, avec un lustre profond et des reflets colorés. Il est en général gravé par la suite.",0,0,Alliage métalique,Tout objet,,
36,18,NULL,NULL,NULL,128,NULL,NULL,NULL,NULL,Fer-Gardien,0,"Alliage d’esperite combiné avec une fine poudre de pierres des esprits. Le rituel de la fonte est très complexe et nécessite une forge-esprit et plusieurs moules très fins. Il faut entre une et trois semaines pour une fonte satisfaisante de l’alliage. Lorsqu’il est achevé, le métal adopte une irisation verte, dont l’intensité dépend du temps de fabrication. Le métal apparaît posséder des ondoiements très esthétiques.",0,0,Alliage métalique,Tout objet,,
37,18,12,NULL,NULL,98,NULL,NULL,NULL,NULL,Telluria,0,"Alliage de lathium et de fer que l’on forge à haute température pendant plusieurs jours. On lui donne la forme générale que l’on désire, puis on laisse durcir à l’air libre, avant de poncer pour affiner. On utilise pour cela des pierres des esprits de Tiamat. Il faut deux semaines pour obtenir un résultat satisfaisant. Une fois qu’il est obtenu, on le vernit généralement pour une meilleure finition.",0,0,Alliage métalique,Tout objet,,
38,8,6,16,NULL,126,NULL,23,NULL,NULL,Incrustation de cristaux noirs,0,"Après la perte des pouvoirs du verre noir, les ingénieurs almaréens se sont donné pour objectif de recréer des effets similaires à celui-ci, en combinant différents minerais dans des alliages. Ils utilisent des métaux peu conducteurs de la magie, tel que l'iridium, mais ont également étudié des reliques et vestiges laissés par les chimères, les dernières à avoir manipulé l'énergie du Néant. Le fruit de leurs dernières recherches est d'avoir réussi à cristalliser une essence suffisamment réfractaire à la magie pour la repousser. Néanmoins, le caractère récent, et non trouvable directement dans la nature, de cette création chimique ne leur permet pas d'en avoir beaucoup. Cet alliage est donc très rare, autant que cher, et est en général utilisé pour de petites incrustations dans des armes, armures ou bijoux. De plus, cette découverte n'étant qu'à ses balbutiements, les effets actuels sont encore loin de ce que fut le regretté verre noir.",0,0,Alliage métalique,Tout objet,,
39,8,31,NULL,NULL,157,NULL,NULL,NULL,NULL,Gravure : Sceau sanglant,0,"On creuse le support grâce à une aiguille bénie par l’Esprit-Lié Scarabée, d’une taille pré-sélectionnée en fonction de la résistance du support, pour dessiner le tracé du sceau. Une fois ce travail effectué, les sillons sont remplis d’un alliage fait de sève, de pierre des esprits et de lathium, qui est laissé à reposer pendant trois jours avant d’être poli et protégé par une couche de vernis animal. Il est parfois sublimé d’un peu de nacre, mais cela ne lui apporte rien de plus.",0,0,Alliage métalique,Tout objet,,
40,53,6,16,NULL,133,NULL,NULL,NULL,NULL,Vernis nacré,0,"Fait avec de la poudre de nacre et de l’orichalque. La technique nécessaire pour ce vernis est particulièrement délicate, et il faut doser le plus justement possible les ingrédients, car chaque surplus peut valoir cher. On applique une première couche en enroulant l’objet dans une compresse imbibée du vernis, puis on laisse reposer pendant une journée. Lorsque la couche est sèche, on en passe une seconde au pinceau et une troisième par projection via une flûte.",0,0,Alliage métalique,Tout objet,,
41,18,16,36,53,NULL,NULL,NULL,NULL,NULL,Aren,0,"Alliage d’ilith et de vrai-argent, auquel on a incorporé de la poudre de tourmaline. On le forge à haute température, par très courtes périodes, et selon un procédé de damasquinage complexe. Une fois l’objet formé, il est trempé magiquement et infusé avec de l’énergie, avant de recevoir son implant de tourmaline emplie de magie. De couleur bleutée, dont la nuance peut être choisie en fonction du forgeage et de la nuance de température.",0,0,Alliage métalique,Tout objet,,
42,6,53,22,NULL,112,NULL,NULL,NULL,NULL,Extase draconique,0,"Alliage fait d’artefacts de dragon, d’orichalque, de vrai-argent et d’un peu d’ilith, il nécessite une forge-arcane pour être constitué. Un grand-maître mage infuse l’alliage avec de l’énergie pendant une période d’un mois sans arrêt. La trempe s’effectue également par magie. Le métal reçoit sa forme générale à partir d’un moule, puis est ensuite retravaillé pour être affiné. Lorsqu’il est achevé, il possède un lustre miroitant, à la couleur indéfinissable, tantôt irisée tantôt chatoyante.",0,0,Alliage métalique,Tout objet,,
43,53,22,31,NULL,103,99,19,3,NULL,Gravure : Chiroptère irisée,0,"Le support est creusé à l’image d’un animal, puis la forme est remplie par un alliage d’écailles de sitaara, d’ilith et de palladium. Il faut beaucoup de temps pour cette réalisation en raison des détails exquis, qui peuvent demander jusqu’à un mois de travail discontinu. On peut l'appliquer sur n'importe quelle surface, la gravure s’adaptant relativement aisément à son support. 
Le Compagnon immatériel est un Chiroptère / Le bouclier est de couleur irisée.",0,0,Alliage métalique,Tout objet,,
44,53,22,31,NULL,103,99,19,3,NULL,Gravure : Ecureuil ambré,0,"Le support est creusé à l’image d’un animal, puis la forme est remplie par un alliage d’écailles de sitaara, d’ilith et de palladium. Il faut beaucoup de temps pour cette réalisation en raison des détails exquis, qui peuvent demander jusqu’à un mois de travail discontinu. On peut l'appliquer sur n'importe quelle surface, la gravure s’adaptant relativement aisément à son support. 
Le Compagnon immatériel est un Ecureil / Le bouclier est de la couleur de l'ambre.",0,0,Alliage métalique,Tout objet,,
45,53,22,31,NULL,103,99,19,3,NULL,Gravure : Oiseau argenté,0,"Le support est creusé à l’image d’un animal, puis la forme est remplie par un alliage d’écailles de sitaara, d’ilith et de palladium. Il faut beaucoup de temps pour cette réalisation en raison des détails exquis, qui peuvent demander jusqu’à un mois de travail discontinu. On peut l'appliquer sur n'importe quelle surface, la gravure s’adaptant relativement aisément à son support. 
Le Compagnon immatériel est un Oiseau / Le bouclier est de la couleur de l'argent.",0,0,Alliage métalique,Tout objet,,
46,53,22,31,NULL,103,99,19,3,NULL,Gravure : Phalène dorée,0,"Le support est creusé à l’image d’un animal, puis la forme est remplie par un alliage d’écailles de sitaara, d’ilith et de palladium. Il faut beaucoup de temps pour cette réalisation en raison des détails exquis, qui peuvent demander jusqu’à un mois de travail discontinu. On peut l'appliquer sur n'importe quelle surface, la gravure s’adaptant relativement aisément à son support. 
Le Compagnon immatériel est une Phalène / Le bouclier est de couleur dorée.",0,0,Alliage métalique,Tout objet,,
47,53,22,31,NULL,103,99,19,3,NULL,Gravure : Serpent obscure,0,"Le support est creusé à l’image d’un animal, puis la forme est remplie par un alliage d’écailles de sitaara, d’ilith et de palladium. Il faut beaucoup de temps pour cette réalisation en raison des détails exquis, qui peuvent demander jusqu’à un mois de travail discontinu. On peut l'appliquer sur n'importe quelle surface, la gravure s’adaptant relativement aisément à son support. 
Le Compagnon immatériel est un Serpent / Le bouclier est de couleur sombre.",0,0,Alliage métalique,Tout objet,,
48,53,22,31,NULL,94,NULL,166,NULL,NULL,Gravure : Sceau d’Ambre,0,"On creuse le support grâce à une aiguille d’énergie pure, d’une taille pré-sélectionnée en fonction de la résistance du support, pour dessiner le tracé du sceau. Une fois ce travail effectué, les sillons sont remplis d’un alliage fait d’or, d’ambre, d’ilith et de mithril, qui est laissé à reposer pendant trois jours avant d’être poli et protégé par une couche de vernis neutre. Il est parfois sublimé d’une feuille d’or, mais cela ne lui apporte rien de plus.",0,0,Alliage métalique,Tout objet,,
49,53,22,31,NULL,137,NULL,166,NULL,NULL,Gravure : Sceau d’améthyste,0,"On creuse le support grâce à une aiguille d’énergie pure, d’une taille pré-sélectionnée en fonction de la résistance du support, pour dessiner le tracé du sceau. Une fois ce travail effectué, les sillons sont remplis d’un alliage fait d’argent, d’améthyste et de mithril, qui est laissé à reposer pendant trois jours avant d’être poli et protégé par une couche de vernis neutre. Il est parfois sublimé d’une feuille d’argent, mais cela ne lui apporte rien de plus.",0,0,Alliage métalique,Tout objet,,
50,167,168,NULL,NULL,161,111,NULL,NULL,NULL,Ast’Exaltation,0,"Alliage d’iridium, de mithril et d’argent, incrusté d’une fine poudre de pierres des zircon et saphir, et d’une poudre d’écailles de Lyg-Eiliant. Le rituel de la fonte est très complexe et nécessite une forge-arcane ainsi que pas moins de trois semaines pour une fonte dans les règles de l’art. Une fois achevé, l’alliage adopte une irisation bleutée aux discrets reflets sombres, zébrant toute la surface en de délicates arabesques évoquant d’anciennes runes d’un temps oublié.",0,0,Alliage métalique,Tout objet,,
51,18,16,NULL,NULL,154,73,13,NULL,NULL,Givranium,0,"Alliage constitué de maillechort et de givralite (""minerai"" trouvable dans les plus profondes galeries de vers des glaces). Fondu à très haute température par des spirites Salamandre, puis refroidi à très basse température par des spirites Léopard des neiges, cet alliage est très complexe à obtenir, l'équilibre parfait pour ne pas détruire l'ouvrage à cause du choc thermique étant très difficile à maîtriser. Du fait de la rareté des ingrédients et de la complexité de la technique de forge, seuls les meilleurs Scarabées de la Légion Vat'Em'Medonis sont capables de travailler cet alliage. D'une couleur bleu argenté, le métal semble être constitué de glace, tant par sa couleur que par la température qui s'en dégage. Étrangement, il suffit de tremper l'alliage dans de l'eau pour restaurer l'objet qui en est composé.",0,0,Alliage métalique,Tout objet,,
52,18,16,NULL,NULL,155,72,13,NULL,NULL,Volcanium,0,"Alliage constitué de maillechort et de “volcanite” (minerai très rare trouvable dans de rares bombes volcaniques projetées sur Néthéril). Fondu à très haute température par des spirites Salamandre, puis refroidi à très basse température par des spirites Léopard des neiges, cet alliage est très complexe à obtenir, l'équilibre parfait pour ne pas détruire l'ouvrage à cause du choc thermique étant très difficile à maîtriser. Du fait de la rareté des ingrédients et de la complexité de la technique de forge, seuls les meilleurs spirite du Scarabée de la Légion Vat'Aan'Ruda sont capables de travailler cet alliage. De la même couleur que la lave en fusion, le métal est chaud au toucher et présente des aspérités similaires aux roches dont il est issu. Étrangement, il suffit de plonger l'alliage dans une flamme pour restaurer l'objet qui en est composé.",0,0,Alliage métalique,Tout objet,,
53,18,6,NULL,NULL,NULL,NULL,23,NULL,NULL,Pyrium,0,"Un travail de bois de palissandre et d'acier. D’une nature résistante, le bois ne s’altère que très difficilement et le métal traité ne rouille pas, le tout sans avoir besoin d'un traitement magique. De par ses matériaux, cet alliage est couramment utilisé dans les armées pour son accessibilité en prix.",0,0,Essence de bois & laque,Armes,,
54,16,6,14,NULL,NULL,NULL,NULL,NULL,NULL,Koria,0,"Un travail de bois d’if et de thorium, qui rend l'arme imputrescible et résistante aux sortilèges. La souplesse de l’if permet aussi d’augmenter sa portée sans nécessiter une force particulière pour l’utiliser.",0,0,Essence de bois & laque,Armes de trait,,
55,18,171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tolva,0,"Travail du bois de chêne avec de l’argent sombre. Déjà dur de nature, le chêne a besoin d’être travaillé un long moment avant que toute pièce de métal ne lui soit apposée, au risque de faire craquer la fibre et de rendre l’arme inutilisable. Les armes gagnent en résistance et en équilibre.",0,0,Essence de bois & laque,Armes de trait,,
56,22,38,NULL,NULL,NULL,NULL,43,44,45,Elementine,0,"Un travail de bois de rose enduit d’essence de fleurs élémentaires. Excellent catalyseur magique, on l’utilise principalement pour des armes de soutien magique. Une fois traitée, cette dernière n’admet que des glyphes élémentaires, mais la restriction se compense par une efficacité accrue desdits glyphes.",0,0,Essence de bois & laque,Armes,,
57,16,70,60,NULL,NULL,NULL,23,15,169,Telia,0,"Précision : Arc uniquement
Un travail de bois de rose et d’iridium. Le bois n’a plus aucune propriété de catalyseur, mais est très résistant et surtout condense excessivement bien la tension lorsqu’on le tord. Pour cette raison, il est utilisé dans la confection d’arcs courts d’excellentes factures qui, dès lors, nécessitent une certaine force pour être maniés. Toutefois, les flèches décochées possèdent plus de puissance, malgré une allonge réduite, ce qui peut rester un avantage lors de manœuvres rapprochées et complexes.",0,0,Essence de bois & laque,Armes de trait,,
